,timestamp,rating,title,text,parent_asin,verified_purchase
972141,2020-07-29 08:32:54,5.0,"Temp. Checker, pretty accurate!",Easy to use!. Works pretty well!,B075QQ8VZW,True
972883,2020-12-04 22:14:50,5.0,Great buy!,Included batteries - super simple to set up. Accurate and instant results. Highly recommend,B075QQ8VZW,True
973312,2021-01-08 18:43:33,5.0,Highly recommend!,Works very well! So light and easy to read!,B075QQ8VZW,True
973339,2022-03-12 19:26:12,1.0,DO NOT BUY,This thermometer is HORRIBLY inaccurate. I used it correctly with brand new batteries and it never once gave an accurate reading.,B075QQ8VZW,True
973695,2021-05-21 13:25:36,4.0,Decent product.,The accuracy isn’t 100% but it’s close and it’s very easy to use.,B075QQ8VZW,True
975408,2022-02-24 05:54:05,5.0,Used numerous times and works well,The temps might be slightly off but have discovered numerous fevers so it does its job when it counts.,B075QQ8VZW,True
975656,2021-01-16 00:49:47,5.0,great for taking several temperatures in succession.,An absolute necessity for gatherings of people during this pandemic,B075QQ8VZW,True
975662,2020-08-04 13:10:07,2.0,Better out there,This is not worth the price.,B075QQ8VZW,True
976135,2020-06-23 19:40:24,5.0,Easy and works great!,This is super easy and the directions are -- wow! -- written clearly.  Point at one point on your forehead -- no waving back and forth -- hold the button down until the thing vibrates -- about 1 second.  Reading is instantaneous.  I bought this to keep checking on my elderly mom and discovered a week later that her doctor's office is using the same thermometer to screen patients before they come in.  PLUS it's just as easy to use on yourself.,B075QQ8VZW,True
976477,2020-11-13 21:04:48,5.0,Worth the money,I like this product so much that I have now purchased three of them. I gave one each to my adult children to have during COVID-19.,B075QQ8VZW,True
977017,2020-08-22 20:18:26,1.0,don't buy,hasn't worked since i purchased it.,B075QQ8VZW,True
978890,2020-07-21 03:58:01,5.0,Immediate Temperature no touch!,"Great product, accurate--arrived on time",B075QQ8VZW,True
979339,2020-08-18 23:58:49,5.0,Easy to use!,Easy to use.,B075QQ8VZW,True
980714,2020-10-04 02:50:35,5.0,Works great,Super easy to use and seems to be very accurate.,B075QQ8VZW,True
980867,2021-01-04 22:49:50,5.0,Great,Works well and accurate,B075QQ8VZW,True
981343,2021-03-11 20:03:26,5.0,Thermameter,It is so easy to use and read,B075QQ8VZW,True
981600,2020-11-16 01:33:45,1.0,Totally Inaccurate,The readings are inaccurate. I tested it against two tongue thermometers that had exact same readings. I do not recommend.,B075QQ8VZW,True
981760,2020-08-06 18:54:40,5.0,Easy-to-use right out of the box!,"I just received this product in the mail, and I was super impressed at how easy it was to unbox and use RIGHT AWAY. I tested it a few times on my family members and it worked seamlessly each time. Seemed accurate enough (like most at-home thermometers that aren't the trusty rectal types), and registered in just a few seconds (good for kiddos that move around a lot!). I'll try to update as I've used it more often, but I'm quite impressed so far.",B075QQ8VZW,True
982463,2020-10-20 02:43:32,5.0,Good quality for the price,Easy to use and seems to be accurate.,B075QQ8VZW,True
983162,2020-07-17 01:33:09,5.0,good qualify and nice design,"This device is great. It doesn't look cheap like the other brands. I like it when it vibrates to tell you that it captures the temperature. If you run a business, you need this now.",B075QQ8VZW,True
984140,2023-03-04 04:25:10,5.0,Excellent product!,Very well made and simple to use.  No cheap plastic.  Probably be the last medical thermometer I'll ever need to buy.  Fast and accurate.  Easy to use for the whole family,B075QQ8VZW,True
984166,2020-10-26 18:59:17,5.0,"Easy to use, fast results",I use this product to check my temperature before leaving the house for grocery shopping etc.<br />Just hold to your forehead and click the button. Instant results. All good.,B075QQ8VZW,True
984428,2020-11-27 00:27:53,1.0,"Don't trust the reviews, this is crap","Don't waste your time or money. Another amazingly well-reviewed item that doesn't work.<br />Consistently gives readings in the low 90s F. In other words, completely inaccurate. If it can't reliably read my temperature then what is the point in buying it?",B075QQ8VZW,True
984478,2020-07-15 00:38:58,5.0,Great thermometer,Works great!,B075QQ8VZW,True
984509,2020-06-13 23:17:57,5.0,Accuracy,Product as I expected. Perfect,B075QQ8VZW,True
984525,2022-11-04 20:32:47,2.0,Not accurate,"I was looking to replace my old Metene temporal thermometer for something easier to get a temperature reading on my toddler. I bought this iHealth thermometer because of its ease of use and high reviews. I returned this after a week of receiving it.<br /><br />This was not accurate - at all. After attempting several times to properly take a temperature on myself, my husband, and my kids, I got the hang of using it properly. However, this is not accurate, no matter how close or far away the thermometer was, it was usually 2-3 degrees off. Having two toddlers, one who suffers from febrile seizures, that is a large range. Our other thermometer is way more accurate, so I think we’ll just stick with temporal thermometers rather than one that can’t even give “close enough” readings… Either this product is somehow working for other customers for them to give it such high reviews or they don’t realize how inaccurate this actually is. Do not buy.",B075QQ8VZW,True
984566,2021-05-21 15:20:33,5.0,work great,great product,B075QQ8VZW,True
984613,2020-09-18 23:58:08,5.0,Small handheld,Easy to use,B075QQ8VZW,True
984636,2020-07-02 12:46:03,5.0,Easy to read and use,Decent price.  Reads very fast and is accurate if used correctly.  I dislike the fact that it has an expiration date of 2 years.  Why does it expire?  Does it lose calibration?  Any way to re calibrate?  The thermometer shouldn't expire in 2 years.,B075QQ8VZW,True
984693,2020-08-12 20:56:33,5.0,Accurate temp,Liked,B075QQ8VZW,True
984714,2020-09-28 19:01:31,3.0,Hard operate,It’s a little hard to get a reading,B075QQ8VZW,True
984760,2021-01-22 04:24:33,5.0,Easy to use,"Great , bought it for work and home!!",B075QQ8VZW,True
984986,2022-02-23 05:46:32,2.0,Don’t waste your money.,The design of this thermostat is about the only good thing about it. It’s sleek looking and light. However it does not work. I received this for my baby shower and have had it for almost a year. I don’t think it’s given me an accurate reading one time. It’s consistently reading 96.9 -97.1. It has not given a reading over 97.1. So disappointed in this product.,B075QQ8VZW,True
985153,2021-01-04 18:15:33,5.0,Great product,"Easy to use, and gets temperatures quickly.",B075QQ8VZW,True
985183,2021-02-09 19:03:39,5.0,Best thermometer ever,I wish I had purchased this years ago.  So easy to use.,B075QQ8VZW,True
986196,2021-01-12 17:35:39,5.0,good priced item,easy to operate and hand grip style,B075QQ8VZW,True
986668,2021-03-21 07:57:39,5.0,Good accuracy on forehead.,"I use this to measure my forehead.  It does measure high looking into a mouth, or ear cavity.  I think the Infrared emission is favored by such cavities, but it is great on foreheads.",B075QQ8VZW,True
986769,2020-07-14 18:56:00,5.0,Easy to use.,"Easy to use.  No dislikes.  Used for personal use to take multiple temperatures.  Much easier than the ""shake down after each use"" types.",B075QQ8VZW,True
986873,2020-12-24 04:36:43,5.0,It Works!,I had to send the first one back as it seemed defective.  I called the mfg. and told the man who answered what I felt was wrong and he said it was defective and to send it back to Amazon.  I did that and ordered another one.  The 2nd one works very well.,B075QQ8VZW,True
987736,2020-09-14 04:21:50,5.0,Easy to use and read,Easy to use and read,B075QQ8VZW,True
987931,2020-08-27 20:06:26,1.0,Thermometer does not give a temperature reading.,I bought this thermometer 2 months ago. It worked fine for a week. Since then it will only give a temperature reading one time per day. I had to replace it with something that is reliable.,B075QQ8VZW,True
987996,2020-10-02 20:53:28,5.0,Simple to use,I have used many types of thermometers but this seems to be the easiest to use.  It is accurate in its readings.,B075QQ8VZW,True
988056,2020-07-17 11:50:25,5.0,Does what is supposed to,"Fast, easy to use. Appears accurate.",B075QQ8VZW,True
988278,2020-07-17 17:27:14,5.0,easy to use,"Easy to use and helpful ""buzz"" when reading is done",B075QQ8VZW,True
988889,2021-01-05 15:59:19,4.0,Works well / as expected,"Fast, accurate and easy to use. What I would expect from a product like this!",B075QQ8VZW,True
988938,2021-03-11 19:18:55,5.0,Easy to use and read,Works just fine,B075QQ8VZW,True
989640,2020-09-29 11:18:52,5.0,Good Thermometer!,I liked everything about this thermometer.,B075QQ8VZW,True
989801,2021-02-14 15:44:12,4.0,Easy to use!,Don't know that it's completely accurate as I have 2 and they take different reads. The reads are close enough to ensure you'll know if you have a temp.,B075QQ8VZW,True
989925,2023-01-11 21:39:10,5.0,So very easy to use & so accurate!,"This is the easiest forehead thermometer to use & it is so accurate.<br />It runs on 2 AAA batteries, the temperature display is a nice clear display & it’s so easy to use.<br />It only takes a very few seconds to read the temperature & it has an automatic off after about 8 seconds so you never have to worry about accidentally leaving it on & running the battery down. It’s a vey compact size but not so small that reading the temperature is difficult. You can easily change the readout to either Celsius or Fahrenheit. The instructions & information are very handy to have to get a clear understanding of how it works & what to do to get an accurate reading. It is a compact size that is only about 5 1/4 “ long.",B075QQ8VZW,True
989950,2021-03-01 03:45:11,1.0,Don't waste your money.,Temperature is not accurate at all. Don't waste your money. Its a different Temperature every time you take it.,B075QQ8VZW,True
989967,2020-07-16 19:43:13,5.0,Incredible value!,Very easy to use and quick response. Even comes with the required batteries,B075QQ8VZW,True
990563,2022-02-01 19:01:18,1.0,"Beautiful design, inaccurate readings","I thoroughly read the instructions and followed them. But the readings were consistently telling me I was much colder than other thermometers.<br /><br />While an under the tongue thermometer said I was running a significant fever, this said I was 97.6, I tried again and it said 98.3.<br /><br />I tried replacing the batteries and tried it on other people in the house so I could be sure I was holding it the proper distance from their forehead. The ambient temperature in the house was 72F so I wasn't using it in extreme conditions.<br /><br />I returned the thermometer since it isn't giving me data that is useful or that I can trust.",B075QQ8VZW,True
990861,2020-07-16 21:50:49,5.0,Great products,"Easy to use and read , I love it !",B075QQ8VZW,True
990909,2023-02-06 21:25:50,4.0,So much easier than the oral or ear thermometers,Loved the ease of use. Instructions were a bit vague.,B075QQ8VZW,True
991221,2020-08-24 21:20:26,5.0,Works!,I am happy with this touchless thermometer.  For now I am keeping it in the box to keep it safe.,B075QQ8VZW,True
991436,2020-09-09 17:47:47,5.0,Works really fast. Very nice,"It works great. I am impressed how fast it gives me my daughter's temperature. She is only 2 years old and never stops. I have compared with my son's temperature and mine, just to make sure that the number was accurate. I am really glad that I have found it in a good price",B075QQ8VZW,True
991627,2022-09-02 02:40:25,1.0,DOESNT WORK,When I received the item it did not work. At all. Can’t return through Amazon so I contacted the company directly and never got a response. 0 customer service. Would never buy from them again. Money down the drain.,B075QQ8VZW,True
992318,2020-07-21 21:50:11,5.0,Fast and Accurate,Fast and accurate,B075QQ8VZW,True
992402,2021-08-09 22:15:23,5.0,So easy to use!,I got this thermometer to use on myself. It is so easy.,B075QQ8VZW,True
992440,2022-07-23 15:29:59,2.0,Not very accurate,Always 2 degrees lower than a digital thermometer in your mouth.,B075QQ8VZW,True
992799,2020-10-20 20:14:54,5.0,Great no-contact thermometer for people,I like its 1-button push to read temperature.<br />I like its vibrate once a reading is taken.<br />I like its quick and accurate measurement.<br />I like its easy-read display.<br />I like its single-purpose use — no gimmicks.<br />I like its price on Amazon — $50+Tax at Box Store.,B075QQ8VZW,True
993172,2021-06-09 03:21:09,5.0,Good buy,Bought one for myself and one my sister. Easy to use. Works in centigrade as well,B075QQ8VZW,True
993681,2020-08-08 14:16:47,5.0,Covid,We use this daily when anyone comes over,B075QQ8VZW,True
993702,2023-01-03 05:52:36,1.0,Not accurate,Different temperature  reading each time. No return policy. Don’t recommend this device.,B075QQ8VZW,True
993922,2020-07-07 16:30:09,5.0,Quick and easy temp checks,Seems to work great so far! I had trouble getting readings and realized I had to be 1” from the forehead and now it works great. Seems pretty accurate so far.,B075QQ8VZW,True
994040,2022-11-20 14:34:00,3.0,High quality thermometer,"Very well build. use vibration than beep feels very high quality. Sometimes the reading is a bit inconsistent, need to measure a few times. but seems its common for those type of thermometers.<br /><br />—-update after 2 months. I used it in 3-4 occasions in the past 2 months. It worked well at the beginning but the reading started to drift higher. I tried several people with normal temp and all read >100F.",B075QQ8VZW,True
994203,2020-11-28 23:00:14,5.0,Review,Great product.,B075QQ8VZW,True
994411,2020-11-21 21:22:39,5.0,new tools during pandemic,works as advertised.,B075QQ8VZW,True
994476,2020-04-26 21:51:34,5.0,Awesome!,I love the LED illumination temperature reading!,B075QQ8VZW,True
994589,2021-01-11 21:49:33,5.0,great,took me a few tries but I got it figured out. It's really easy once you learn how to use it. Thanks,B075QQ8VZW,True
994642,2020-07-04 04:58:35,5.0,"No touch, perfect for this time of our life.",I’m so happy to have purchased this thermometer.  I use it all the time and the temp since to be accurate.,B075QQ8VZW,True
994750,2020-06-27 14:38:04,5.0,It does what they say. I’m happy,Work as advertised. So far so good🙂,B075QQ8VZW,True
994798,2021-04-29 02:04:08,4.0,Interesting,Interesting,B075QQ8VZW,True
995190,2021-05-03 18:30:35,5.0,Simple and uncomplicated to use,"I had purchased another brand of this type of thermometer and it was terrible to use, required you to put in all sorts of information before you could use it and if you removed the batteries (because frequently did not work properly) you had to fill everything again each time.<br />This one put in batteries and boom it works, no muss, no fuss.  If you need simple to use this is the one you want.",B075QQ8VZW,True
995450,2020-10-19 18:40:26,5.0,Keeping safe,Replacing old theremoniters,B075QQ8VZW,True
996808,2021-02-16 22:34:19,4.0,Accurate,Easy to use but doesn't feature warnings of a fever or elevated temperature like other comparable items do. I would still recommend buying this product.,B075QQ8VZW,True
996984,2020-07-30 00:11:01,5.0,Good purchase,"Works great, easy to understand. The accuracy is about 90%",B075QQ8VZW,True
997005,2021-01-14 21:17:57,5.0,Best remote thermometer I ever used,Easy to use quick and accurate. When friends used mine they all went to get theirs,B075QQ8VZW,True
997244,2022-02-19 22:06:19,5.0,Smooth design with no crevices to acquire dirt,"Really nice design, look, and a fast performance. Numbers are invisible(smooth surface look, no LED shows) until there's an actual readout(bright!). It seems with some others that they received a faulty unit that reads only 97.3. Mine has registered a span of up to 6 degrees. If you get a faulty thermometer return it but get the same replacement. Lightning rarely strikes twice so this is worth the price and I foresee this having a long life.",B075QQ8VZW,True
997439,2020-11-04 00:24:55,5.0,Clear and eas,Could not find a digital thermometer anyplace so I was happy to find one for a good price and it works!!,B075QQ8VZW,True
998274,2021-07-28 22:02:46,5.0,Please get vaccinated,Bought this during first phase of pandemic. Still works as we approach phase 5. Please get vaccinated.,B075QQ8VZW,True
998554,2023-02-20 16:05:28,5.0,Accurate,Checked it against mother thermometer and it was accurate. Very easy to use and quicker than oral thermometer.,B075QQ8VZW,True
999433,2020-07-18 23:27:24,5.0,I trust it. Accurate & easy to use.,"I am happy with how easy this product is to use, I can take my son's temperature while he is asleep without waking him.  Happy to have a thermometer that does not involve germs.<br />Accuracy~ I assume it's correct, it is consistent and matches what I expect from other sources.",B075QQ8VZW,True
1000357,2019-09-01 19:46:54,5.0,Nice,Great Product,B075QQ8VZW,True
1000435,2021-01-01 01:08:53,5.0,Really good,Gray product. I work at a Dentist’s office we use it and I wanted to purchase one for home.,B075QQ8VZW,True
1000454,2022-11-28 02:25:56,1.0,Junk,I ordered on Black Friday and got it today (Sunday) immediately the product doesn't work. The reading is extremely inaccurate. You have to do it multiple times to check that it's accurate and it's always 2-3 full degree difference every time. Sometimes it doesn't even do the reading the machine just turns off while you're trying to get the temperature. Waste of money and piece of junk,B075QQ8VZW,True
1000464,2022-09-03 22:13:16,5.0,Works great,So easy and quick.  Love it!,B075QQ8VZW,True
1000525,2020-05-26 13:17:19,5.0,NOT CONSISTENT FOR MEDICAL CLINIC,"EASY TO USE, BUT ACCURACY IS NOT CONSISTENT.",B075QQ8VZW,True
1001159,2021-06-07 08:38:19,5.0,Easy and reliable,So easy to use and reliable! We have had other forehead thermometers that were so random in their reading that I couldn’t trust it. This one is really fast and simple.,B075QQ8VZW,True
1001343,2022-07-24 09:02:58,4.0,Great Price & Accurate,"Got this on Prime Day, and perfect timing cause my kids got COVID, and my older one wasn't doing so well<br /><br />It's easy to use, but a little finicky on placement, but not a big problem. It's quick, and vibrates, when a reading is done<br /><br />I checked it against 2 other forehead thermometers, and they also matched<br /><br />I also liked that this did a reading faster, than the other two, so I use this one more",B075QQ8VZW,True
1002039,2021-04-26 18:56:38,1.0,Doesn’t work,Barely ever works,B075QQ8VZW,True
1002409,2020-05-26 12:33:10,4.0,Love it,Easy to read<br />I just love it<br /> Other temp gauges just suck,B075QQ8VZW,True
1002543,2021-12-29 04:48:23,1.0,Not accurate,This thermometer consistently says 97.3 no matter where I aim it. Save your money for a better product.,B075QQ8VZW,True
1002768,2022-08-04 07:43:29,5.0,Thermometer,I can’t tell you how many thermometers I have going through but I have to omit this one is by far the best one I absolutely love it works on kids adults and believe it or not on pets it is a Definite buy,B075QQ8VZW,True
1003111,2020-07-21 02:26:19,5.0,Easy to use,Easy to take the temperature,B075QQ8VZW,True
1003614,2021-02-12 01:27:15,5.0,Touch less,Read out very clesr,B075QQ8VZW,True
1003681,2022-05-11 10:34:00,5.0,Easy to use,Not sure how accurate it is but it seems to be pretty accurate. I have not tested it. But it does do what I wanted it for which is for a quick reading.,B075QQ8VZW,True
1003930,2022-04-17 22:06:47,5.0,Good for ya scrub pockets,"I’m a nurse in a very, very busy primary care office that sees 100+ patients in seven hours. I keep this in my pocket at all times. It works well and is very quick. I do think it’s accurate because I’ve compared it to our office’s oral thermometers and, of course, oral is more accurate than these. I love the little (quiet) vibratey thing when the temp pops up because I can look away for a moment without worrying I’ll miss the temp. It also stays up long enough to catch it to chart it before it goes off. I would recommend to anyone, especially those in healthcare who need to keep that mf thang on them.",B075QQ8VZW,True
1004353,2020-10-02 16:42:17,5.0,It is Wall-e,"I love this.  Easy to use, seems pretty accurate, but the whole thing reminds me of the movie Wall-e.<br /><br />It looks like an Apple product, clean lines, easy to read display and waiting for it to say its name is Wall-e!!!",B075QQ8VZW,True
1004717,2020-09-23 18:31:31,1.0,Didn't work,"Read the instructions, made sure the batteries were installed correctly, followed the instructions to the letter. It never vibrated. Never gave me a result. Just flashed a ""C"" and an ""F"".  Not worth it for home use anyway, where one can always resort to a traditional thermometer.",B075QQ8VZW,True
1005756,2020-09-09 02:23:59,5.0,good product,This thermometer was easy to use and good for all ages.  The price was not bad either.,B075QQ8VZW,True
1007942,2020-08-21 02:06:59,5.0,Same reading as our $2000 system.,"We have camera facial temperature scanners at the time clock to monitor employee temperatures (installed during COVID-19 pandemic.) This thermometer is spot on with them. Same reading as our $2000 (yes, 2 thousand dollar) system at work, only faster. Of course the $2000 includes the software which emails photos of high temp employees, but you get the idea.",B075QQ8VZW,True
1008015,2022-06-14 22:03:25,5.0,Easy to use.,"Don't know how I could validate accuracy, but it appears to be close.  A whole lot easier to use then a thermometer under the tongue.  And a lot less wait time.",B075QQ8VZW,True
1008244,2020-12-05 20:22:47,5.0,No touch thermometer,A+ Great purchase,B075QQ8VZW,True
1008250,2020-06-21 01:10:17,5.0,Worth It,"This is the best thing I bough. My son is 2 and as everyone knows, they hate anything to do with medical stuff even if it’s simple. This is simple to use and accurate .",B075QQ8VZW,True
1008423,2023-01-16 18:29:43,5.0,Super easy!,"I wasn’t sure about this thermometer because it doesn’t touch any part of your body..but we had company, one person felt “feverish”, we unwrapped this present. Not only did it get an accurate reading on him and everyone else, it even accurately showed my temp, which always runs low.",B075QQ8VZW,True
1009024,2020-06-04 15:14:51,5.0,Good,Good,B075QQ8VZW,True
1009143,2023-02-23 21:18:30,1.0,Not accurate at all,"We had Covid and this thermometer was saying our temp was 98.0. When I took our temp with another thermometer it said 101.6. This thermometer is not accurate at all, I’m in the medical field and this my friend is not a good thermometer",B075QQ8VZW,True
1009354,2020-06-23 22:51:18,1.0,Inaccurate,Never gives the correct temperature. I'm returning.,B075QQ8VZW,True
1010108,2020-08-20 22:39:14,4.0,Easy to use.,"Pros: Quite A simple tool-just aim, 1 inch from forehead, and press the only button. Your temp displays on a small screen. Good price and compact enough to travel with too! Cons:  sometimes it doesn’t read (first or second tries) and the screen comes up blank. This happens often.",B075QQ8VZW,True
1010263,2020-07-14 21:37:26,5.0,iHealth No-Touch Forehead Thermometer,This was easy and quick to use.,B075QQ8VZW,True
1010486,2021-09-16 12:23:38,3.0,Finicky,"It’s hard to get a reading, and when I am finally able to, it varies. I will get readings from 97-100 when done back to back.",B075QQ8VZW,True
1010721,2022-09-17 22:11:19,5.0,Works good!,This thermometer worked better than the ones I’ve had previously. The only thing that would be better is if the light was a bit dimmer for reading in the middle of the night. It’s very bright but I still like it overall.,B075QQ8VZW,True
1011021,2020-12-19 01:24:20,3.0,Worked until it didn’t.,Worked really well until it didn’t.  Now every temperature I take is 97.1.  New batteries in it as well.  Still shows almost no battery life.  Really disappointed and now I will have to buy a new one.,B075QQ8VZW,True
1012132,2020-10-13 09:33:19,5.0,Great product at a great price,"Got it on advice from a friend, glad I did. Great product at a very good price.",B075QQ8VZW,True
1012188,2021-03-06 02:10:03,1.0,Don’t bother,"It worked when it first arrived.  Every time I’ve tried to use it since, it doesn’t work.  It MAY work once if I take the new batteries out and then put them back.  Very disappointing.",B075QQ8VZW,True
1012294,2022-01-27 14:50:26,5.0,It takes only 2 secs,"It couldn't be any easier to use. Recently, I've been going to quite a few different medical facilities and I noticed they were using the same thermometer as this one. That's very reassuring to me.",B075QQ8VZW,True
1014296,2020-07-28 07:43:56,5.0,Point and Go,Got this for my daughter to use in her classroom. She liked it and found it easy to use.,B075QQ8VZW,True
1014636,2022-08-23 00:15:58,4.0,does the job,does the job. i feel like its of by a degree. screen is easy to read and quick reading time,B075QQ8VZW,True
1014779,2022-12-29 18:15:21,4.0,Hard to get a reading on a fast moving toddler,I like how easy it is to read when my child is sleeping and it always pretty accurate. But if he is awake there is no way I am getting a correct reading.,B075QQ8VZW,True
1015605,2021-07-07 21:59:43,1.0,Inaccurate,Completely inaccurate. Changes by multiple degrees on the same person.,B075QQ8VZW,True
1015756,2020-07-15 15:16:14,5.0,Spot Checked and Spot On,"We were looking for touchless thermometers to do health screenings during covid. WE bought three of these to give a try and they are great. We ran spot checks for 4-5 people, then later ran a check on 2 who were walking in the S. Ga heat for a while. All readings came back spot on. We would definitely buy again as of now. Will try to update after we put to regular use.",B075QQ8VZW,True
1016679,2022-08-08 03:55:13,5.0,Easy and straightforward, ,B075QQ8VZW,True
1017044,2020-11-02 09:39:38,5.0,Best Thermometer Out There!!,"This is by far the easiest, quickest, most aesthetically pleasing thermometer I’ve ever used. It has one big button that you push to turn it on and push again to take your temperature. Hold it right up to your forehead, push the button, then .01 seconds later it vibrates and shows your temperature in big LED numbers. I also know it’s accurate because I get my temperature checked almost daily at the hospital due to my chemo treatments and it’s always the same. No more messing with the stupid under-your-tongue, no eating for 30 minutes prior, inaccurate temperature taking. Im a customer for life!",B075QQ8VZW,True
1017245,2022-10-11 00:07:15,4.0,Non-Touch Forehead Thermometer,"I like this product, however I found it a bit challenging to use although I viewed and read the instructions. I pressed the power button, and nothing happened the first few times I tried to use it. I realized I needed to place the thermometer a lot closer than I previously did. The reader will then respond with a reading and vibration.",B075QQ8VZW,True
1017528,2022-10-13 17:21:46,5.0,Life saver,The product was great. My child was Sick and my current thermometer gave up the ghost mid illness.  I was able to order it and receive it quick. Open the box and put in the enclosed batteries and was able to use it. It is very simple and accurate  would highly recommend,B075QQ8VZW,True
1017651,2020-07-29 04:02:09,5.0,Great Thermometer!,This item was expensive for a thermometer but since it was a no touch forehead thermometer I purchased it. I usually purchase things based on the reviews. It was easy to use and will serve a great purpose during the Covid for our blended family and travels. I would recommend this product and is a must have!!!,B075QQ8VZW,True
1017654,2023-03-13 19:44:45,5.0,Works,"It does the job , you need it if u have kids",B075QQ8VZW,True
1017844,2022-10-11 13:08:46,1.0,Waste of Money,"After exactly one year, it stopped working. Inaccurate temperature readings.  Very disappointed.  A drugstore under the tongue thermometer was more accurate than this.",B075QQ8VZW,True
1017993,2022-01-12 01:20:29,5.0,Nice and simple,"I like that this thermometer is easy to use. Granted, getting the battery cover opened was a bit challenging but afterwards it went right back on and now I know how to open it. I hope I won't have to keep taking temperatures all the time due to the  corona virus and it's variants.",B075QQ8VZW,True
1018060,2021-08-15 02:17:18,5.0,Great,Great for seniors. Easy to use and read,B075QQ8VZW,True
1018217,2023-02-22 17:30:23,1.0,Inaccurate waste of money,"I bought this while my family was sick and needed temperature info to share with our doctors. According to this thermometer our temperature was about 96.1-96.3. Unfortunately, we were still sick when my return window closed so now I have an ugly paperweight.",B075QQ8VZW,True
1018225,2020-07-15 00:36:13,5.0,Easy to use.,Very easy to use and only takes a second to read.,B075QQ8VZW,True
1018376,2020-07-22 23:35:25,4.0,Works great,Works as advertised. Easy and fast.,B075QQ8VZW,True
1018494,2020-08-30 19:08:18,5.0,Ease to use thermometer,It's easy to use and read and seems accurate.  It's a nice gadget to have at home,B075QQ8VZW,True
1018543,2021-03-31 03:20:16,5.0,Batteries are triple A no hunting weird battery sizes,Bright display,B075QQ8VZW,True
1018643,2022-07-05 17:42:46,5.0,Good Product Good Value for the money,Accurate temp readings and easy to use. Thanks!,B075QQ8VZW,True
1019143,2022-11-15 02:43:53,2.0,Beware,"I have bought this product for work and home use at least 5x. It's easy to use but BEWARE. This can be a hassel and very annoying. Some products come working well but on 2nd try or after a few days it become defective, not usable and it's not user error. It sometimes comes like that. Return and get a new one is fine and all but this is my 5th time doing this and I am sooooo done with it. Unfortunately, I can't get a refund because I threw away my box this time around. I only used it once and the 2nd time it's not working. You would think I've learned from before but no more. Not buying ever again. Buy if you're okay to go through the steps of refund or replacement if necessary. Keep the box!",B075QQ8VZW,True
1020116,2021-11-22 09:57:16,1.0,If I could give this 0 stars I would.,"Its not accurate AT ALL. Just spits out random numbers. I tried it on my baby, then myself, then my fiance and every reading said 98.2. I put it down for a minute and did it again and then it said 98.0 for all of us. I've repeated this multiple times and it does the same thing every time. The only numbers it ever reads are either 98.2 or 98.0. Unfortunately I can't return it cause I bought it while still pregnant and never had a use for it until after the 90 day return period.",B075QQ8VZW,True
1020354,2020-11-28 20:50:14,5.0,A Necessity,Works amazing...perfect !,B075QQ8VZW,True
1020913,2020-12-02 03:11:05,2.0,ISSUES WITH BATTERY LIFE,"The thermometer was working great for 6 months, but all of a sudden new batteries only lasted every 2-3days. I used to only change the battery every 2-3 months. I'm putting in fresh new batteries so the device is bad and no longer reads unless you change batteries often, which is ridiculous. Unfortunately, I can't even return the device, so this guy will go into the garbage.",B075QQ8VZW,True
1020943,2020-12-15 23:28:42,5.0,Digital thermometer,Easy tomuse,B075QQ8VZW,True
1020966,2020-07-10 20:36:56,5.0,Lightweight and accurate,Very lightweight and easy to use.  I am really happy that I bought this product.  And if I remember it is inexpensive and has a one year warranty.,B075QQ8VZW,True
1021358,2020-10-22 20:01:57,5.0,Good Buy,Easy to use and there is no down time in between taking temperatures. Only down side is that it does not stand up on its own making it take up valuable medicine cabinet space.,B075QQ8VZW,True
1021877,2020-08-03 23:29:15,5.0,Useful,Thermometer is easy to read and use. The vibration is helpful when you are taking your own temperature. Thank you for including the batteries,B075QQ8VZW,True
1022778,2020-08-24 19:58:23,1.0,No good,It does not work so their is nothing good to say about it,B075QQ8VZW,True
1022907,2020-07-18 02:29:46,5.0,Accurate and Easy,Very accurate and easy to use. Everyone should get one.,B075QQ8VZW,True
1022932,2021-09-06 23:35:21,5.0,Great,Liked,B075QQ8VZW,True
1022940,2020-07-21 19:29:46,5.0,easy to use,Easy to use,B075QQ8VZW,True
1022990,2022-08-11 19:09:46,3.0,Meh,Honestly I don’t think any thermometer that hovers isn’t worth it. I always end up double checking. THAT being said great service and it’s well made and operates well. It’s honestly just not for me.,B075QQ8VZW,True
1023232,2022-08-21 02:06:24,1.0,Inaccurate reading,I checked my temperature twice. One right after the other and gave 2 different readings. I shut it off then took another reading and received 3rd reading. All the things temperature was different degrees,B075QQ8VZW,True
1023341,2020-09-12 19:01:55,5.0,Takes my temp,Fully meets my expectations and fulfills the intented need,B075QQ8VZW,True
1026478,2021-01-21 22:03:34,5.0,Instructions useless,Put brand new batteries in this thing all I can get was the f in four lines the instructions on this thing are hideous and after reading the reviews I may as well just return it because it's no use,B075QQ8VZW,True
1027287,2022-02-13 04:35:59,5.0,Use Every Morning,"I got into the habit of taking my temperature each morning during the pandemic and this thermometer is so fast that I was sure it couldn't be accurate, but it is — I've tested it against regular thermometers.",B075QQ8VZW,True
